我家熊孩子不熊 || 点赞16 || 评论804
楼主单身狗一枚，平时都自己做饭，而且还有个习惯青菜类喜欢用手撕，传说这样入味，今晚做了个尖椒炒肉，那个人有三急就上了个厕所……洗了好多遍了还火辣辣的。
加腾鹰的手指 || 点赞46 || 评论3927
说过真实的，一朋友去嫖，问多少钱，女的说60，朋友说一秒一块钱行不行，女的想了一下说可以，结果八秒钟完事，给了十块叫女的找2块。后来给我们说这事，大家给他取了个外号，姓杨，叫八秒。
我是煮茶 || 点赞24 || 评论1098
昨天，公司聚会吃大餐，我却肚子胀痛。一道道美食上来，看别人吃得那么欢，我只好忍痛每样菜都尝了一点......不知不觉吃了很多....昨天晚上，我梦见自己拉肚子了，惊醒后发现梦是真的...
贝妞（聪聪） || 点赞62 || 评论7727
跟老妈逛街，老妈相中一款套装，非让我试给她看，，我从试衣间出来后，我妈看着我笑不拢嘴“闺女啊，你说你咋长的一点都不随我，丑死啦”这时售货员过来跟我妈说“阿姨，这是你闺女吧，跟你一模一样。。”我妈的笑容顿时凝固了。。
贫嘴成老实 || 点赞36 || 评论1159
最奇葩的表白一个哥们公务员考试通过了 约他未婚妻庆祝～ 席间说了一句话 凭我这么优秀 万一哪个大领导姑娘看上我 我是不是就算飞黄腾达啦？！ 他未婚妻说 那我呢？！  这货说了一句 等他日我飞黄腾达之时 必然认你做我亲妹妹 [doge][doge][doge]
一枪闯天下 || 点赞0 || 评论117
真的要五个字吗？
风吹屁股蛋子疼 || 点赞17 || 评论2914
大宝第一次去打预防针，媳妇心疼的掉眼泪，嘴里直嘟囔“这么小就要打针，他怎么能受得了。。。”医生拿针过来后，媳妇把大宝往我怀里送，自己跑出去不忍心看，直到打完针后，大宝哭了才红着眼圈进来。二宝第一次去打预防针，媳妇自己摁住二宝小胳膊小腿，嘴里安慰着“别怕，你这么小，还没感觉到疼就会打完的！”
十里柔情一帘幽梦 || 点赞35 || 评论1704
前晚做头发到十一点多，店里只剩我和一个发型师，他女朋友开始夺命连环call，发型师不断解释：我给大姐做完头发就回去！他女朋友不依：大半夜孤男寡女，做什么头发？发型师无奈，打开视频对着我：真在做头发！他女朋友看到我后，噗嗤笑了：长这样啊，你早打开视频我不就放心了吗？我。。。我能给钱算我脾气好！
小麦兜～ || 点赞19 || 评论1215
开学式上，校长站在讲台上说:“去年的大扫除是三年级的同学负责的，今年轮到四年级的同学了”………刚升上四年级的我们，总觉得有点怪怪的[我考虑下][我考虑下]
花美男MC || 点赞15 || 评论1199
你不是鱼吗
被强煎的蛋儿～ || 点赞3 || 评论163
你这种身材根本穿不住抹胸装，对吧一楼！
本村首席电工 || 点赞11 || 评论465
为了缅怀霍金先生，决定在他头七当天，读完购于几年前的时间简史。果然有收获，在他陈述到牛顿第三定律的时候：作用力和反作用力等大、反向、共线，彼此作用于对方。也就是你发力的时候，受力的作用会给你一个同样的力，比如拿头撞墙，决定伤害的力量取决于你有多想死而不是墙有多硬。那为什么我妈给我一耳光，总是我哭她笑呢？于是我又翻看了生物科学研究方面的书籍，最终明白，妈妈的手由于经常接触异物和摩擦导致神经末梢敏感度下降，并且被表皮细胞坏死形成的角质层老茧覆盖。所以挨耳光的时候，虽然我的脸虽然给了她的手一…
好吃的焦糖饼干……… || 点赞17 || 评论1483
老公请小李子去按摩。刚到按摩店没多久，小李子看了眼手机，开始坐立不安的，还急着要走……老公问他咋了！小李子：10分钟前，我媳妇问我在哪儿，我回复加班。刚刚，我看到我媳妇撤回了两条信息后，回复我没事了…这是要有大事发生啊……
胖香 || 点赞24 || 评论963
像我哥那样出得厅堂，入得厨房，工作起来是个拼命三郎的好男人，竟然天天被嫂子嫌弃，今天埋怨我哥——给娃把屎端尿都行，就是不吃娃吃剩下的东西。我充满同情的问嫂子一句:“那你俩平时接吻他吸你口水不？”
傻妞也 || 点赞15 || 评论2049
和女朋友互做“你懂我吗”的游戏，出六个题让对方选择。我先做，错了一题，她摇摇头失望地说：“你并不是百分百了解我。”轮到她做，错了三题，然后她再一次摇头，用更伤心的语气说：“你藏得太深了。”
东临～天下 || 点赞3 || 评论301
午休睡得正香，二货老婆忽然闯进来，二话不说把我床头的风扇（房间没空调）扛走了，问其原因？答：借来厕所拉个屎！！我……卧槽！！
站上冰箱装高冷 || 点赞13 || 评论960
同事聚餐，我看着对面开怀大吃的本哥开玩笑说：你这么能吃，还不胖，那些油水都去狗身上了吗？话音未落，本哥嘴里嚼着的红烧肉滋出一股油水，落在了坐他旁边的张总身上……
巾帼英雄小木兰 || 点赞25 || 评论4395
男朋友第一次上我家的时候，我亲自下厨炒了几个菜，男朋友一直赞不绝口，动情的说:真想这辈子都能吃到你做的菜！我爸瞟了一眼淡淡的说:咋滴，想让我闺女侍候你一辈子啊！
林晓九的忧伤哥 || 点赞33 || 评论2001
公司组织野外郊游，我和女同事跟大家走散。时间又有点晚了，女同事：咋办？知道回去的路吗？ 我：有点不记得了，不过你吻我一下估计就想起来了！ 女同事瞅瞅我，一咬牙打开了手机.....我嘿嘿一笑：没用的，这里网络信号不好，用地图不好使！女同事：我打1.1.0
偷惢 || 点赞31 || 评论1447
和姐姐吵架，我输了，躲进房间想了一大堆反击她的话。走出房间没来得及开口，她对我说：“咱们别像泼妇那样吵了，来打一架。”
我脸大我骄傲^o^… || 点赞1 || 评论302
儿子是无肉不欢的主儿有次也是看到一车猪从身边经过，儿子说“妈妈，你看那猪身上怎么都有蓝色的印子？”我“那是它们要被拉去杀了吃肉！”儿子一脸不忍心“也太残忍了吧…”我“那你还吃肉！”儿子“那你还买！”我…我竟无言以对…………
白百丽儿 || 点赞13 || 评论940
早上换衣服的时候，老公就瞅准机会拿他冰冷的咸猪手戳我。“冰！”我怒吼道！结果这货说：“哪个斌？一大早就呼唤哪个贱人！”黑线…
『寒星月』 || 点赞7 || 评论763
儿子玩剩的摔炮放我兜了。早晨食堂刚煮熟的鸡蛋烫手，顺手就装兜了。炸了！炸了！炸了！同事们都问谁把碗打了。我没好意思说。
婆婆你快发货啊 || 点赞37 || 评论860
刚刚朋友圈看来的，同事跟她女儿的对话，我也好想知道“普通”是哪里啊[流鼻血][流鼻血]
逸尘阿 || 点赞30 || 评论2001
前几天老公喝多了，想起朋友说喝多了第二天都断片，果断啪啪扇了他好几个耳光，一报平时惹我生气的仇，二是真想看看第二天他记不记得，他气哼哼的说:我今天反抗不了，等明天看我咋收拾你……哼，越说我越扇……哈哈哈，第二天他真的不记得了，还感谢我帮他按摩了[晚安睡觉]我决定以后不干涉他喝酒了
匿名用户 || 点赞25 || 评论1171
明天生日。周六不上班。。公司提前给了一个步偶。当生日礼物。前台妹子给我送过来的时候。嘴碎了一句。咋不是充气的呢。卧槽前台要给我明天单独过生日。 我去不去。。
随便取个名字呢 || 点赞15 || 评论1547
4.12三亚5日游，公司问我带不带家属，我说别人都带吗，负责人说他们都带，我笑笑回了句，那好我带俩，负责人满脸疑惑，你对象都没有怎么带俩，我搓了搓手，，负责人的表情好像是明白了，。
岚枫谷 || 点赞7 || 评论785
接儿子放学。偶遇前女友。于是上去打了个招呼。然后不知道说啥了！为了避免双方尴尬。我打破僵局问了句：“你孩子也在这里上学吗？”前女友回：“不是，我们还没孩子。在家闲着没事干，来这里应聘老师的。”听到这里，这么热的天我突然打了个冷颤
伺候不爽你弄死我 || 点赞9 || 评论954
周末陪老岳父喝点小酒，突然一哥们来电话，我顺手点了免提。哥们：快出来喝酒！哥几个都在呢！ 我：今天不行，我现在陪岳父吃饭呢。哥们：那你抓紧喝，我三杯白酒，把我岳父放倒了才出来的。你也快点。看着我岳父的脸，我不知道该怎么回了……[生气了][生气了]
姑苏云琪 || 点赞15 || 评论799
五岁的儿子从幼儿园回来，老师布置了二十道算术题，儿子磨磨唧唧的，就是不写。我说：你快点！快！儿子说：我不是爸爸！
悍劲芭比丫 || 点赞28 || 评论124
休假一天 不容易！
伺候不爽你弄死我 || 点赞18 || 评论1159
今天接到我弟媳妇的电话，电话一通她自己先笑得上气不接下气的。断断续续的我大概听明白了：我弟前几天在武汉外环开车，堵车时尿在脉动瓶子里放车上忘了扔。今天天气热，一边开车一边顺手拿起来喝了一口，结果足足吐了半个多小时... ...
动物园里的猴 || 点赞60 || 评论4333
带女友回家，老妈在厨房做饭，我跟女友在客厅里打闹，玩游戏的侄子跑过来给冲着我的脸“啪”就是一巴掌大吼“你敢打我婶婶，我就打死你。。”打完我他扭过头笑嘻嘻对一脸懵 逼的女友说“婶儿，我叔再欺负你跟我说，我替你报仇，，那个，婶儿，下次来时别忘了多买点芒果来。。”我……
王云（笨笨） || 点赞63 || 评论3320
去内蒙古包头旅游，火车上，我好奇的问，为什么这个城市叫“包头”呢？一个包头本地的大哥，告诉我说：当年包头风沙大，经常有沙尘暴，我们出门都要包着头，所以就叫“包头”。
花美男MC || 点赞30 || 评论1598
大爷能不那么直接吗
奋斗的汪 || 点赞2 || 评论221
楼主今日为小学三年级小朋友上《陶罐与铁管》谈到末尾为什么人们没有找到铁罐时（时间久之后被氧化腐蚀），楼主举了个例子，比如一颗钉子放在路上会生锈消失，然后问为什么会消失？小朋友说扎人脚上了，脚上了。。。
匿名用户 || 点赞88 || 评论1645
这一天美国慌了，早晨，美国国防部收到了一条消息:一夜之间，美国百分之80％的电瓶车有车无电瓶”当国防部部长看到了这条消息好像突然想到了什么，立刻下令:给我封锁美国所有的电瓶场，停止生产！”这时，他站在了窗边，望着这大大小小的城市，沉重的心难免有点恐慌，嘴里念叨着:应该就是他了，不会错的，老周啊老周，有车无电瓶时代又要开始了吗？惹我周某者，有车无电瓶，十步留一车，百里不留瓶，周某电瓶身上纹，打工永远不可能
鬼龙小爆 || 点赞27 || 评论2938
和女票在路上闲逛，看到别人牵着一只小狗，小小的特可爱。不太认识狗的种类，就问女票“那个是什么狗？好可爱，真招人稀罕。”女票二话不说，不顾别人诧异的目光，跑过去抱起一脸惊吓挣扎的小狗，直接把小狗翻了过来……“龙哥，这个是只公狗！”女票笑嘻嘻冲我喊道……
